,NODE,LTEXT,LTEXT_T
1072,JI8,Eleflat           ,
1073,JI9,Lango,
1074,JJ1,Linette,
1075,JJ2,Lyndon,
1076,JJ3,Lacia,
1077,JJ4,Lemay,
1078,JJ5,Aster,
1079,JJ6,Nyber,
1080,JJ7,Nomac,
1081,JJ8,Nazzo,
1082,JJ9,Nuper,
1083,JK1,Niffy,
1084,JK2,Newwy,
1085,JK3,Ninny,
1086,JK4,Andrex,
1087,JK5,Xander,
1088,JK6,Xeeno,
1089,JK7,Ximo,
1090,JK8,Xin,
1091,JK9,Xindel,
1092,JL1,Xindelo,
1093,JL2,Xiya,
1094,JL3,Xores,
1095,JL4,Xusha,
1096,JL5,Xy-On,
1097,JL6,Xyza,
1098,JL7,Kantas,
1099,JL8,Forest,
1100,JL9,Forum,
1101,JM1,Fifth,
1102,JM2,Frank,
1103,JM3,Formula,
1104,JM4,Fortune,
1105,JM5,A-Eiffel,
1106,JM6,Semmi,
1107,JM7,Zooma,
1108,JM8,Zirka,
1109,JM9,Zola,
1110,JN1,Zenior,
1111,JN2,Nasri,
1112,JN3,Barocco,
1113,JN4,Valen,
1114,JN5,Morris,
1115,JN6,Cooper,
1116,JN7,Urbani,
1117,JN8,Geora,
1118,JN9,Bieber,
1119,JO1,Kameo,
1120,JO2,Giotto,
1121,JO3,254,
1122,JO4,262,
1123,JO5,269,
1124,JO6,555,
1125,JO7,681,
1126,JO8,914,
1127,JO9,553,
1128,JP1,632,
1129,JP2,759,
1130,JP3,597,
1131,JP4,631,
1132,JP5,2454,
1133,JP6,2493,
1134,JP7,2540,
1135,JP8,4086,
1136,JP9,4212,
1137,JQ1,4275,
1138,JQ2,2941,
1139,JQ3,653ANG,
1140,JQ4,706,
1141,JQ5,044,
1142,JQ6,Kadia,
1143,JQ7,Klare,
1144,JQ8,Abstract,
1145,JQ9,Accent,
1146,JR1,Florian,
1147,JR2,Adalia,
1148,JR3,Azio,
1149,JR4,Vitto,
1150,JR5,Sitio,
1151,JR6,Lorise,
1152,JR7,Lado,
1153,JR8,Laynee,
1154,JR9,Teressa,
1155,JS1,Title,
1156,JS2,Tiodor,
1157,JS3,Tesio,
1158,JS4,Lowell,
1159,JS5,Lanka,
1160,JS6,Lamora,
1161,JS7,Fluffy,
1162,JS8,Fumy,
1163,JS9,Fimber,
1164,JT1,Kimmie,
1165,JT2,Aiyar,
1166,JT3,Camaro,
1167,JT4,Basal-M Series,
1168,JT5,Basal-M Curve Series,
1169,JT6,Prism-M Series,
1170,JT7,Prism-M Curve Series,
1171,JT8,Executive-M Series,
1172,JT9,Touch Series,
1173,JU1,Scandi,
1174,JU2,Bidder,
1175,JU3,Beall,
1176,JU4,Baccy,
1177,JU5,Bishop,
1178,JU6,Barbell,
1179,JU7,Beady,
1180,JU8,Casso,
1181,JU9,Knight,
1182,JV1,Carter,
1183,JV2,Palma,
1184,JV3,Facacia,
1185,JV4,Mona,
1186,JV5,Messi,
1187,JV6,Melson,
1188,JV7,Mamo,
1189,JV8,Cabell,
1190,JV9,Custer,
1191,JW1,Mores,
1192,JW2,Mobic,
1193,JW3,Milner,
1194,JW4,Uloca,
1195,JW5,Marage,
1196,JW6,Maureen,
1197,JW7,Marcella,
1198,JW8,Mercena,
1199,JW9,Melado,
1200,JX1,Tailor,
1201,JX2,Tenta,
1202,JX3,Taste,
1203,JX4,Tenon,
1204,JX5,Tannic,
1205,JX6,0230,
1206,JX7,0290,
1207,JX8,Ney,
1208,JX9,Nigel,
1209,JY1,Nyva,
1210,JY2,Norwes,
1211,JY3,Natacha,
1212,JY4,Nichy,
1213,JY5,Nerina,
1214,JY6,Naiya,
1215,JY7,Nog,
1216,JY8,Cavatini,
1217,JY9,Malta,
1218,JZ1,Jersay,
1219,JZ2,Penda,
1220,JZ3,Paxzy,
1221,JZ4,Parton,
1222,JZ5,Paren,
1223,JZ6,Aether,
1224,JZ7,Amfor,
1225,JZ8,Atbell,
1226,JZ9,Alchy,
1227,K05,7-42-O03027  Rotanda Coaster,
1228,K16,AC 387(VIS+COT),
1229,HO8,Sinderella,
1230,HO9,Sinza,
1231,HP1,Spicy,
1232,HP2,Syntas,
1233,HP3,Target,
1234,HP4,Tat,
1235,HP5,View,
1236,HP6,Walent,
1237,HP7,Walta,
1238,HP8,Warner,
1239,HP9,Wasaki,
1240,HQ1,Week,
1241,HQ2,Wisney,
1242,HQ3,Yard,
1243,HQ4,Yearly,
1244,HQ5,Yoland,
1245,HQ6,Yorker,
1246,HQ7,Yovely,
1247,HQ8,Zoe,
1248,HR1,Maxio Wardrobe D05-AL             ,
1249,HR2,Maxio Wardrobe D10-11-BL       ,
1250,HR3,Maxio Wardrobe D11-BL              ,
1251,HR4,Maxio Wardrobe D12-BL              ,
1252,HR5,Maxio Wardrobe DCHG05-AL    ,
1253,HR6,Maxio Wardrobe D01-11-AL,
1254,HR7,Wardrobe Plus WNB47                 ,
1255,HR8,XCS,
1256,HR9,Adair,
1257,HS1,Amoura,
1258,HS2,Anable,
1259,HS3,Adah,
1260,HS4,Agima,
1261,HS5,Uday,
1262,HS6,Ugo,
1263,HS7,Uso,
1264,HS8,Umed,
1265,HS9,Umer,
1266,HT1,Usama,
1267,HT2,Ubar,
1268,HT3,Uda,
1269,HT4,Utano,
1270,HT5,Udo,
1271,HT6,Uta,
1272,HT7,Zette,
1273,HT8,Sotica,
1274,HT9,M0263,
1275,HU1,M0264,
1276,HU2,0274,
1277,HU3,Lanza,
1278,HU4,Awala,
1279,HU5,Andes,
1280,HU6,Arredo,
1281,HU7,Arc,
1282,HU8,Metro,
1283,HU9,Monita,
1284,HV1,Maja,
1285,HV2,Wolfe,
1286,HV3,Winona,
1287,HV4,Wenda,
1288,HV5,Wheeler,
1289,HV6,Wilda,
1290,HV7,Wiley,
1291,HV8,Weldon,
1292,HV9,Wilfred,
1293,HW1,Comic,
1294,HW2,Fanchelo,
1295,HW3,Kacia,
1296,HW4,Kael,
1297,HW5,Kalona,
1298,HW6,Katen,
1299,HW7,Kiara,
1300,HW8,Kikoko,
1301,HW9,Kuri,
1302,HX1,Elco,
1303,HX2,Fonte,
1304,HX3,Tramezzo,
1305,HX4,Mossa,
1306,HX5,Carbelra,
1307,HX6,Cake,
1308,HX7,Cilly,
1309,HX8,Delvino,
1310,HX9,Onesia,
1311,HY1,Ozius,
1312,A25,Frankfurt,
1313,A26,Litchfield,
1314,A28,Riviera,
1315,A29,Summer,
1316,A30,Wellington,
1317,A31,0945,
1318,A32,Ananta,
1319,A33,Annika,
1320,A34,Bari,
1321,A35,Berlin,
1322,A36,Boston,
1323,A37,Crystal,
1324,A38,Manhattan,
1325,A39,Matini,
1326,A40,Neon,
1327,A41,Ontalio,
1328,A45,Sydney,
1329,A46,Zenith,
1330,A52,IL 5211,
1331,A53,IL 5221,
1332,A54,IL 8201,
1333,A59,JB 9102-C,
1334,A60,JZ 8102,
1335,A61,JZ 8775,
1336,A62,JZ 8975,
1337,A63,JZ 9101,
1338,A64,JZ 9102,
1339,A65,JZ 9103,
1340,A66,LL 7001 - BL,
1341,A67,LL 7001 - S,
1342,A68,LL 7002 - W,
1343,A69,LL7002-BL,
1344,A70,LO 8090,
1345,A71,LO 8221,
1346,A73,LO 9222,
1347,A85,TR  9111,
1348,A88,AMO-01AMOR,
1349,A89,AMO-02AMORE,
1350,A90,ARI-01ARIOSO,
1351,A91,ARI-03ARIOSO,
1352,A92,ARI-04ARIOSO,
1353,A93,FLC-01FOLD,
1354,A94,FLD-01-DRFOLD,
1355,A95,LEN-01,
1356,A96,PLA FLK-05-B Antler,
1357,A97,PLA FLK-05-R Antler,
1358,A98,PLA FLK-05-T Antler,
1359,A99,PLA FLK-05-W Antler,
1360,AA1,Kurt,
1361,AA2,Kuzma,
1362,AA3,Kylee,
1363,AA4,Kyra,
1364,AA5,Kyros,
1365,AA6,Landon,
1366,AA7,Lane,
1367,AA8,Lano,
1368,AA9,Lanta,
1369,AB1,Larissa,
1370,AB2,Lasanya,
1371,AB3,Lasune,
1372,AB4,Latanya,
1373,AB5,Latin,
1374,AB6,LATTE,
1375,AB7,Laura,
1376,AB8,Lavena,
1377,AB9,Lavina,
1378,AC1,Lazoom,
1379,AC2,Leewan,
1380,AC3,Leeya,
1381,AC4,Leiko,
1382,AC5,Leona,
1383,AC6,Lerich,
1384,AC7,Levanda,
1385,AC8,Levante,
1386,AC9,Levonn,
1387,AD1,Lexy,
1388,AD2,Linzy,
1389,AD4,Loberto,
1390,AD5,Lofty,
1391,AD6,Lois,
1392,AD7,Lufy,
1393,AD8,Luko,
1394,AD9,Lunaris,
1395,AE1,Luny,
1396,AE2,Lydia Plus,
1397,AE3,Lydiana Plus,
1398,AE4,Lynn,
1399,AF4,Machino,
1400,AF5,Macon,
1401,AF6,Mamily,
1402,AF7,Maraga,
1403,AF8,Maragy,
1404,AF9,Mardiva,
1405,AG1,Marmaza,
1406,AG2,Martini,
1407,AG3,Martino,
1408,AG5,Martis,
1409,AG6,Mass,
1410,AG7,Matrix,
1411,AG8,Maxim,
1412,AG9,Memy,
1413,AH1,Mineral,
1414,AH2,Minie,
1415,AH3,Minii,
1416,AH4,Mitty,
1417,AH5,Mix,
1418,AH6,Mohawk,
1419,AH7,Moloch,
1420,AH8,Mone,
1421,AH9,Monso,
1422,AI1,Motion,
1423,AI2,Mumtis,
1424,AI3,Murpho,
1425,AI4,Murphy,
1426,AI5,Nabeen,
1427,AI6,Nakura,
1428,AI7,Nami,
1429,AI8,Naomi,
1430,AI9,Napa,
1431,AJ1,Nario,
1432,AJ2,Natsu,
1433,AJ3,Navara,
1434,AJ4,Nebular,
1435,AJ5,Nero,
1436,AJ6,Nestor,
1437,AJ7,Nick,
1438,AJ8,Nicola,
1439,AJ9,Nida,
1440,AK1,Niki,
1441,AK2,Niko,
1442,AK3,Nimmis,
1443,AK4,Nini,
1444,AK5,Noah,
1445,AK6,Nolen,
1446,AK7,Norman,
1447,AK8,Obama,
1448,AK9,October,
1449,AL1,Oda,
1450,AL2,Odesia,
1451,AL3,Odina,
1452,AL4,Oki,
1453,AL5,Olaf,
1454,AL6,Ole,
1455,AL7,Oliver,
1456,AM1,Omania,
1457,AM2,Omelet,
1458,AM3,Orano,
1459,AM4,Oreo,
1460,AM5,Oriental,
1461,AM6,Orizzy,
1462,AM7,Osmium,
1463,AM8,Ostin,
1464,AM9,Ovi,
1465,AN1,Page,
1466,AN2,Palany,
1467,AN3,Palesy,
1468,AN4,Palio,
1469,AN5,Pallas,
1470,AN6,Pam,
1471,AN7,Pansy,
1472,AN8,Papa,
1473,AN9,Parrker,
1474,AO1,Parson,
1475,AO2,Pat,
1476,AO3,Pat-A,
1477,AO4,Patty,
1478,AO5,Pauline,
1479,AO6,Paza,
1480,AO7,Pebbles,
1481,AO8,Peggy,
1482,AO9,Pele,
1483,AP1,Penelope,
1484,AP2,Penna,
1485,AP3,Pera,
1486,AP4,Percy,
1487,AP5,Pergola,
1488,AP6,Peru,
1489,AP7,Peso,
1490,AP8,Pesto,
1491,AP9,Pierre,
1492,AQ1,PILLAR,
1493,AQ2,Polly,
1494,AQ3,Poppy,
1495,AQ4,Power,
1496,AQ5,Primus,
1497,AQ6,Proctor,
1498,AQ7,Proud,
1499,AQ9,P-Wheel,
1500,AR1,Raylove,
1501,AR2,Renfe,
1502,AR3,Ribena,
1503,AR4,Riverra,
1504,AR5,Rolf,
1505,AR6,Rozanne,
1506,AR7,Safe,
1507,AR8,Saika Plus,
1508,AR9,Saiso,
1509,AS1,Salon,
1510,AS2,Sample,
1511,AS3,Samuel,
1512,AS4,Sangria,
1513,AS5,Sara,
1514,AS6,Sario,
1515,AS8,Scepter,
1516,AS9,Scott,
1517,AT1,Select,
1518,AT2,Sentoza,
1519,AT4,Sharper,
1520,AT5,Shella,
1521,AT6,Shelly,
1522,AT7,Simson,
1523,AT8,Smith,
1524,AT9,Soliko Plus,
1525,AU1,Spiro,
1526,AU2,Story,
1527,AU3,Stripe,
1528,AU4,Sumo,
1529,AU5,Swan,
1530,AU6,Swift,
1531,AU7,Tadeo,
1532,AU8,Takumi,
1533,AU9,Tan,
1534,AV1,Tango,
1535,AV2,Tansy,
1536,AV3,Tariff,
1537,AV4,Taru,
1538,AV5,Tasia,
1539,AV6,Teppo,
1540,AV7,Thann,
1541,AV8,The seed,
1542,AV9,Tim,
1543,AW1,Titus,
1544,AW2,Tiwa,
1545,AW3,Tiya,
1546,AW4,Token,
1547,AW5,Toledo,
1548,AW6,Tomiko,
1549,Y72,Ferry Plus,
1550,Y73,Fifo,
1551,Y74,Fila,
1552,Y75,Filbert,
1553,Y76,Filno,
1554,Y77,Filone,
1555,Y78,Fimmis,
1556,Y80,Finland,
1557,Y81,Finn,
1558,Y82,Fiona,
1559,Y83,Flat,
1560,Y84,Flatinum,
1561,Y85,Flavor,
1562,Y86,Flint,
1563,Y87,Floley,
1564,Y88,Folly Plus,
1565,Y89,Fondu,
1566,Y90,Foreta,
1567,Y91,Formal,
1568,Y92,Frattan,
1569,Y93,Freeze,
1570,Y94,Freshno,
1571,Y95,Freshy,
1572,Y96,Friends,
1573,Y97,Fumio,
1574,Y98,Futy,
1575,Y99,Gabozo,
1576,Z00,Gaya,
1577,Z01,Geona,
1578,Z02,Gilbert,
1579,Z03,Gili,
1580,Z04,Gina,
1581,Z05,Giustino,
1582,Z06,Gracias,
1583,Z07,Graham,
1584,Z08,Haffen,
1585,Z09,Halitus,
1586,Z10,Hanalash,
1587,Z11,Harem,
1588,Z12,Harshall,
1589,Z13,Haruka,
1590,Z14,Haruko,
1591,Z15,Harward,
1592,Z16,Havenus,
1593,Z19,Heck,
1594,Z20,Heckin,
1595,Z22,Herisey,
1596,Z23,Herlone,
1597,Z24,His,
1598,Z25,Hitaru,
1599,Z26,Holona,
1600,Z27,Holy,
1601,Z28,Hone,
1602,Z29,Honni,
1603,Z30,Horea,
1604,Z31,Horizon,
1605,Z32,Howell,
1606,Z33,Husky,
1607,Z34,Ideo,
1608,Z35,Idovy,
1609,Z36,Info,
1610,Z37,I-Pod,
1611,Z38,Ipori,
1612,Z39,Jamp,
1613,Z40,Janiz,
1614,Z41,Jean,
1615,Z42,Jeffly,
1616,Z43,Jemena,
1617,Z44,Jennnifer,
1618,Z45,Jenny,
1619,Z46,Jetty,
1620,Z47,Jiffy,
1621,Z48,Joan,
1622,Z49,Jonae,
1623,Z50,Jumper,
1624,Z51,Kabee,
1625,Z52,Kabira,
1626,Z53,Kaddie,
1627,Z54,Kaida,
1628,Z55,Kaka,
1629,Z56,Kako,
1630,Z57,Kalani,
1631,Z58,Kaleb,
1632,Z59,Kamil,
1633,Z60,Kanebo,
1634,Z61,Kanika,
1635,Z62,Kanomika,
1636,Z63,Kany,
1637,Z66,Karenza,
1638,Z67,Karp,
1639,Z68,Kass,
1640,Z69,Kate,
1641,Z70,Kato,
1642,Z72,Kenadia,
1643,Z73,Kent,
1644,Z74,Kern,
1645,Z75,Keyaki,
1646,Z76,Kim,
1647,Z77,Kimberry,
1648,Z78,Kina,
1649,Z79,Kine,
1650,Z80,Kisha,
1651,Z81,Kitten,
1652,Z82,K-mix,
1653,Z83,Knotty,
1654,Z84,Kofee,
1655,Z85,Ko-i,
1656,Z86,Kokolee,
1657,Z87,Kokoru,
1658,Z88,Kolin,
1659,Z89,Kolony,
1660,Z90,Kompoze,
1661,Z91,Konster,
1662,Z92,Kory,
1663,Z93,Kose,
1664,Z94,Krispy,
1665,Z95,Krist,
1666,Z96,Kudos,
1667,Z97,Kuno,
1668,Z98,Kuper,
1669,Z99,Kura,
1670,Y79,Fin,
1671,GQ6,Freddy,
1672,GQ7,Fremont,
1673,GQ8,Fremont-Plus,
1674,GQ9,Jam,
1675,GR1,Japan,
1676,GR2,Jargon,
1677,GR3,Jeep,
1678,GR4,Jennet,
1679,GR5,Jet,
1680,GR6,Jimson,
1681,GR7,Jimya,
1682,GR8,John,
1683,GR9,July,
1684,GS1,Jun,
1685,GS2,Jungle,
1686,GS3,Junior,
1687,GS4,Lada,
1688,GS5,Laddie,
1689,GS6,Lainey,
1690,GS7,Lakeisha,
1691,GS8,Lalaine,
1692,GS9,Macho,
1693,GT1,Mackay,
1694,GT2,Macma,
1695,GT3,Mafa,
1696,GT4,Manio,
1697,GT5,Meona,
1698,GT6,Minova,
1699,GT7,Mitola,
1700,GT8,Much,
1701,GT9,Mustard,
1702,GU1,Yo,
1703,GU2,Yuki,
1704,GU3,Yukira,
1705,GU4,Yuriko,
1706,GU5,Kamen,
1707,GU6,Kane,
1708,GU7,Kinny,
1709,GU8,Orizonte,
1710,GU9,Carlotta,
1711,GV1,Sandro,
1712,GV2,Cascata,
1713,GV3,Fidelio,
1714,GV4,Fabiola,
1715,GV5,Dago,
1716,GV6,Aristo,
1717,GV7,Ace,
1718,GV8,Advia,
1719,GV9,Attira,
1720,GW1,Andra,
1721,GW2,Anasta,
1722,GW3,Aerie,
1723,GW4,Coller,
1724,GW5,Chic,
1725,GW6,Class,
1726,GW7,Casnova,
1727,GW8,Cari,
1728,GW9,Carbio,
1729,GX1,Cinny,
1730,GX2,Calala,
1731,GX3,Camalla,
1732,GX4,Casper,
1733,GX5,Carey,
1734,GX6,Caliber,
1735,GX7,Canberra,
1736,GX8,Canis,
1737,GX9,Crispy,
1738,GY1,Canara,
1739,GY2,Cabby,
1740,GY3,Cambric,
1741,GY4,Cabbala,
1742,GY5,Cairio,
1743,GY6,Candy,
1744,GY7,Cackle,
1745,GY8,Hally,
1746,GY9,Husa,
1747,GZ1,Hanif,
1748,GZ2,Hewgo,
1749,GZ3,Lach,
1750,GZ4,Leif,
1751,GZ5,Lanya,
1752,GZ6,Like,
1753,GZ7,Lina,
1754,GZ8,Look,
1755,GZ9,Zaria,
1756,H53,NR112406,
1757,H55,NR112807,
1758,H56,PHOTO FRAME A WOMAN IN RED 6X4,
1759,H57,PHOTO FRAME AN ARTIST 4X6 (MAN),
1760,H58,PHOTO FRAME AN ARTIST4X6 (WOMAN/B&W),
1761,H59,PHOTO FRAME AN OLD MAN 4X6,
1762,H61,PHOTO FRAME DRAWING ROOM 4X6 B&W,
1763,H62,PHOTO FRAME INSPIRATION 6X4,
1764,H63,PHOTO FRAME MODEL ROOM 4X6 B&W,
1765,H64,PHOTO FRAME MODEL SHOWROOM 4X6 B&W,
1766,H65,PHOTO FRAME PAINTING ROOM 4X6 B&W,
1767,H67,PHOTO FRAME TUESDAY 6X4 B&W,
1768,H69,PHOTO FRAME WEDNESDAY 6X4 B&W,
1769,HA1,Zayna,
1770,HA2,Zandra,
1771,HA3,Zula,
1772,HA4,Ziva,
1773,HA5,Siera-Plus,
1774,HA6,Cristy,
1775,HA7,Wicker,
1776,HA8,Klenell,
1777,HA9,Markus,
1778,HB1,INT2720,
1779,HB2,INT2141A,
1780,HB3,Wade,
1781,HB4,Waldo,
1782,HB5,Wagon,
1783,HB6,Wayland,
1784,HB7,Glassy,
1785,HB8,Extra,
1786,HB9,Alda,
1787,HC1,Adrina,
1788,HC2,Stella,
1789,HC3,Cirocco,
1790,HC4,Cira,
1791,HC5,Carmine,
1792,HC6,Terry,
1793,HC7,Tores,
1794,HC8,Dira,
1795,HC9,Exbar,
1796,HD1,Novella,
1797,HD2,Bulky,
1798,HD3,Esura,
1799,HD4,Evita,
1800,HD5,Deniel,
1801,HD6,Pride,
1802,HD7,Puffy,
1803,HD8,Aselito,
1804,HD9,Ressini,
1805,HE1,Fiorella,
1806,HE2,Velma,
1807,HE3,Earlene,
1808,HE4,Venotto,
1809,HE5,Aston,
1810,HE6,Aeda,
1811,HE7,Loren,
1812,HE8,Leah,
1813,HE9,Metta,
1814,HF1,Trera,
1815,HF2,Camilla,
1816,HF3,Pitcher,
1817,HF4,Falcon,
1818,HF5,Tosta,
1819,HF6,Brick,
1820,HF7,Bussta,
1821,HF8,Erbun,
1822,HF9,Effie,
1823,HG1,Emmer-D,
1824,HG2,Emmer,
1825,HG3,Emmer-A,
1826,HG4,Elroy,
1827,HG5,Evena,
1828,HG6,Eura,
1829,HG7,Elmon,
1830,HG8,Ergin,
1831,HG9,0229,
1832,HH1,Adam,
1833,HH2,Altis,
1834,HH3,Apollo,
1835,HH4,Aspire,
1836,HH5,Bona,
1837,HH6,Bowly,
1838,HH7,Bravo,
1839,HH8,Camily,
1840,HI1,Chate,
1841,HI2,Curich,
1842,HI3,Delfin,
1843,HI4,Dome,
1844,HI5,Drea,
1845,HI6,Dreamer,
1846,HI7,Elvis,
1847,HI8,Fairy,
1848,HI9,France,
1849,HJ1,Gig,
1850,HJ2,Grazio,
1851,HJ3,Hangga,
1852,HJ4,Havana,
1853,HJ5,Havasu,
1854,HJ6,Hobbit,
1855,HJ7,Kappa,
1856,HJ8,Kemio,
1857,HJ9,Kenci,
1858,HK1,Kilt,
1859,HK2,Kinsana,
1860,HK3,Koreo,
1861,HK4,Latio,
1862,HK5,Lenka,
1863,HK6,Lexas,
1864,HK7,Mario,
1865,HK8,Mefole,
1866,HK9,Melbourne,
1867,HL1,Metropol,
1868,HL2,Mimic,
1869,HL3,Mongol,
1870,HL4,My Heart,
1871,HL5,Mylove,
1872,HL6,Na-bob,
1873,K21,Adhesive สูญญากาศ,
1874,K25,Asuko,
1875,K26,Ayhr,
1876,K31,Balle,
1877,K33,Banker,
1878,K34,Basic A,
1879,K35,Basic B,
1880,K36,Basic E,
1881,K37,Basic3,
1882,K38,Basket,
1883,K41,Benddi,
1884,K50,Bloom,
1885,K62,Bollnas,
1886,K63,Bonde,
1887,K68,Brit,
1888,K69,Bubble,
1889,K71,Bugskin,
1890,K72,Bvas,
1891,K76,C.Fay Morning,
1892,K97,Cario,
1893,KA1,Tappe,
1894,KA2,Aric,
1895,KA3,Ario,
1896,KA4,Adele,
1897,KA5,Argon,
1898,KA6,Actor,
1899,KA7,Hoffee,
1900,KA8,Hooda,
1901,KA9,Yabetta,
1902,KB1,Yodiac,
1903,KB2,Yoshila,
1904,KB3,Groom,
1905,KB4,Fascinate,
1906,KB5,Theo,
1907,KB6,Hoshi,
1908,KB7,Hope,
1909,KB8,Hamble,
1910,KB9,Hoshiya,
1911,KC1,Amaze,
1912,KC2,Amory,
1913,KC3,Exbert,
1914,KC4,Elton,
1915,KC5,Enova,
1916,KC6,Eska,
1917,KC8,Esabella,
1918,KC9,Alizz,
1919,KD1,Rashi,
1920,KD2,Zerone,
1921,KD3,Pizzo,
1922,KD4,Poggen,
1923,KD5,Velantier,
1924,KD6,Zinfandel,
1925,KD7,Dernier,
1926,KD8,Zonte,
1927,KD9,Kabernay,
1928,KE1,Bistra,
1929,KE2,Sunna,
1930,KE3,Sanda,
1931,KE4,Snop,
1932,KE5,Simona,
1933,KE6,Serlic,
1934,KE7,0186,
1935,KE8,Gabelle,
1936,KE9,Giorgia,
1937,KF1,Giorgiana,
1938,KF2,Gayble,
1939,KF3,Ferno,
1940,KF4,Levi,
1941,KF5,Prezzio,
1942,KF6,Lucus,
1943,KF7,Janis,
1944,KF8,E-Color,
1945,KF9,Asto,
1946,KG1,Astoni,
1947,KG2,Asmani,
1948,KG3,Minimo,
1949,KG4,Hanson,
1950,KG5,Abba,
1951,KG6,Kambo,
1952,KG7,Kamola,
1953,KG8,Kailyn,
1954,KG9,Kania,
1955,KH1,Koya,
1956,KH2,Kalinda,
1957,KH3,Darwell,
1958,KH4,Danton,
1959,KH5,Lobery,
1960,KH6,Losane,
1961,KH7,Lacasia,
1962,KH8,Hanky,
1963,KH9,Hersasha,
1964,KI1,Peeler,
1965,KI2,Peevy,
1966,KI3,Pekoe,
1967,KI4,Peklet,
1968,KI5,Pluto,
1969,KI6,Montis,
1970,KI7,Ostia,
1971,KI8,Eau,
1972,KI9,Earth,
1973,KJ1,Elfin,
1974,KJ2,Perri,
1975,KJ3,Carafy,
1976,KJ4,Cerator,
1977,KJ5,Cosane,
1978,KJ6,Common,
1979,KJ7,Comfy,
1980,KJ8,Canopy,
1981,KJ9,Chaffer,
1982,KK1,Celia,
1983,KK2,Caesar,
1984,KK3,Unner,
1985,KK4,U-rin,
1986,KK5,Ulsher,
1987,KK6,Nuel,
1988,KK7,Nelka,
1989,KK8,Itshi,
1990,KK9,Silbar,
1991,KL1,Bronzo,
1992,KL2,M-England,
1993,KL3,Satova,
1994,KL4,Samena,
1995,KL5,Salato,
1996,KL6,Sakala,
1997,KL7,Massy,
1998,KL8,Alista,
1999,KL9,Totto,
2000,KM1,Evra,
2001,KM2,Talost,
2002,KM3,Team,
2003,KM4,Tabor,
2004,KM5,Hiberna,
2005,KM6,Holda,
2006,KM7,Herkin,
2007,KM8,Honolia,
2008,KM9,Hardford,
2009,KN1,Hamption,
2010,KN2,Haiwee,
2011,KN3,Halima,
2012,KN4,Harla,
2013,KN5,Harya,
2014,KN6,Hadiya,
2015,KN7,INT1636,
2016,KN8,INT1505,
2017,KN9,INT3283,
2018,KO1,INT2917,
2019,KO2,INT3393,
2020,KO3,INT1739,
2021,KO4,INT3399,
2022,KO5,INT3386,
2023,KO6,INT2303,
2024,KO7,INT2668,
2025,KO8,INT3411,
2026,KO9,INT1874,
2027,KP1,INT1938,
2028,KP2,Louvre,
2029,KP3,Carric,
2030,KP4,Gracela,
2031,KP5,INT2645,
2032,KP6,Honna,
2033,KP7,Harlow,
2034,KP8,Harika,
2035,KP9,Hinda,
2036,KQ1,Hesper,
2037,KQ2,Harelda,
2038,KQ3,Hanako,
2039,KQ4,Hisha,
2040,KQ5,Haloya,
2041,KQ6,Hintey,
2042,KQ7,Bradley,
2043,KQ8,Karenzia,
2044,KQ9,Kadiana,
2045,KR1,Karendo,
2046,KR2,Artsun,
2047,KR3,Askra,
2048,KR4,Asmar,
2049,KR5,A-Win,
2050,KR6,A-Mas,
2051,KR7,Arnus,
2052,KR8,Arvanda,
2053,KR9,Allour,
2054,KS1,Array,
2055,KS2,Fico,
2056,KS3,Markel,
2057,KS4,Boudior,
2058,KS5,Crafts,
2059,KS6,Candra,
2060,KS7,Cabana,
2061,KS8,Canari,
2062,KS9,Cohana,
2063,KT1,Cutta,
2064,KT2,Cendai,
2065,KT3,Cendo,
2066,KT4,Alunar,
2067,KT5,Albie,
2068,KT6,Argus,
2069,KT7,Albania,
2070,KT8,Chago,
2071,KT9,Chanan,
2072,KU1,Changmin,
2073,KU2,Charin,
2074,KU3,Chome,
2075,KU4,Cheda,
2076,KU5,Cheka,
2077,KU6,Chermarin,
2078,KU7,Chernia,
2079,KU8,Choden,
2080,KU9,Cherdia,
2081,KV1,Chemosh,
2082,KV2,Chariny,
2083,KV3,Chinka,
2084,KV4,Choovia,
2085,KV5,Chitto,
2086,KV6,Chitty,
2087,KV7,Cherwell,
2088,KV8,Chapple,
2089,KV9,Charich,
2090,KW1,Charan,
2091,KW2,Chazzy,
2092,KW3,Chambray,
2093,KW4,Charina,
2094,KW5,Chappa,
2095,KW6,Warooka,
2096,KW7,Wintera,
2097,KW8,Lynyo,
2098,KW9,Lasa,
2099,KX1,Lemani,
2100,KX2,Lenado,
2101,KX3,Lanato,
2102,KX4,Lammus,
2103,KX5,Odera,
2104,KX6,Ovia,
2105,KX7,Olney,
2106,KX8,Orsino,
2107,KX9,Orokano,
2108,KY1,Ozone,
2109,KY2,Olisa,
2110,KY3,Odalia,
2111,KY4,Oswin,
2112,KY5,Ovary,
2113,KY6,A-Circle,
2114,KY7,Yam,
2115,KY8,Kosmo,
2116,KY9,Ida,
2117,KZ1,Kazzy,
2118,KZ2,Rayno,
2119,KZ3,Firenze,
2120,KZ4,Vanetto,
2121,KZ5,Lavita,
2122,KZ6,Lenna,
2123,KZ7,Lamer,
2124,KZ8,Troden,
2125,KZ9,Traya,
2126,L09,Chalienger P6,
2127,L11,Chic Series,
2128,L20,Cloud,
